0 0 0
1 0 1 0 0.5 25.0241 2.6825 5.9042 -4.97591 12.6825 5.9042 -0.938774 1.30176 0.658256 13.5944 15.7922 29.755
2 0 2 0 0.5 1.21405 1.75684 1.78417 31.2141 1.75684 1.78417 0.399781 -0.424908 0.0593495 -13.3244 -3.43154 0.012994
3 0 3 0 0.5 27.4197 5.72864 0.733464 27.4197 5.72864 -9.26654 0.649586 -1.83589 0.813667 7.90243 1.19647 9.57908
4 0 4 0 0.5 15.6252 1.36838 8.17768 15.6252 1.36838 8.17768 -2.15652 -0.314412 -1.45133 11.8884 -9.13503 9.9914
5 0 5 0 0.5 25.5252 6.99654 8.00875 25.5252 6.99654 -1.99125 -1.58127 -0.366464 0.398487 21.942 17.1962 -26.2385
6 0 6 0 0.5 20.9252 1.40734 7.67418 20.9252 1.40734 -2.32582 0.823077 -1.90311 0.138344 10.471 0.284066 -3.15548
7 0 7 0 0.5 6.13865 8.71433 6.54625 6.13865 -1.28567 6.54625 0.415472 -2.00574 1.99293 -3.26239 -10.1003 19.5162
8 0 8 0 0.5 22.6891 7.61109 9.21254 22.6891 7.61109 -10.7875 -1.44367 -0.184577 0.540045 -10.3882 -9.59394 16.072
9 0 9 0 0.5 25.7903 6.07077 1.12984 25.7903 6.07077 11.1298 0.0189768 0.496358 -1.08963 2.81201 29.2128 3.10539
10 0 10 0 0.5 14.2171 7.55733 6.5447 14.2171 17.5573 -3.4553 -0.0223321 2.78092 1.59727 7.60215 20.9209 -1.1691
11 0 11 0 0.5 23.1091 4.45158 7.63585 23.1091 4.45158 -2.36415 0.816621 -0.204393 -0.507806 -6.24904 0.106759 19.7454
12 0 12 0 0.5 12.0525 7.36141 7.03278 12.0525 -2.63859 7.03278 -1.33467 -0.574973 1.70389 4.0687 3.22865 21.1699
13 0 13 0 0.5 11.1176 2.55487 8.3792 11.1176 -7.44513 8.3792 0.885136 0.0454778 -0.536871 -8.35383 23.9485 -35.7935
14 0 14 0 0.5 1.71897 6.44013 4.47202 1.71897 6.44013 14.472 -0.916607 -1.09569 -0.376586 -45.6483 -4.25259 9.29887
15 0 15 0 0.5 4.58244 3.72117 1.02945 4.58244 3.72117 11.0295 1.52323 0.667714 1.33146 1.80956 10.0101 2.2402
16 0 16 0 0.5 26.9469 2.44435 8.58181 26.9469 12.4443 8.58181 -1.35616 -1.26798 -1.33174 -12.826 1.99199 2.16076
17 0 17 0 0.5 3.54233 5.526 7.13819 3.54233 15.526 -2.86181 -0.0317291 0.681155 -2.25816 1.22618 -19.1047 -3.52591
18 0 18 0 0.5 20.7852 9.22283 0.708235 20.7852 9.22283 0.708235 0.132738 0.291756 0.810788 3.56361 -25.206 37.6571
19 0 19 0 0.5 13.2863 6.59827 0.236865 13.2863 -3.40173 0.236865 1.5001 0.220905 -0.235163 -17.7888 7.63466 -13.9432
20 0 20 0 0.5 7.69897 0.764694 4.62634 7.69897 10.7647 4.62634 0.964829 0.470359 -0.941792 -25.4988 13.9535 3.62384
21 0 21 0 0.5 5.72146 5.98744 5.60286 35.7215 5.98744 -4.39714 1.4471 0.455555 -0.655515 4.50195 5.38246 5.52547
22 0 22 0 0.5 6.86338 1.10459 5.86047 6.86338 1.10459 5.86047 0.607845 -0.235424 0.715634 -2.15765 5.98687 3.81307
23 0 23 0 0.5 25.9604 5.1341 7.24286 25.9604 15.1341 17.2429 1.33328 1.38534 -0.483731 -11.2208 -6.5784 -20.122
24 0 24 0 0.5 15.0242 2.57789 7.72053 15.0242 -7.42211 17.7205 -0.204093 -0.280968 -0.361477 12.9803 0.345176 -6.67895
25 0 25 0 0.5 24.6651 8.36343 0.964312 24.6651 8.36343 0.964312 1.46588 2.663 -0.766354 7.4626 -4.28589 -3.56646
26 0 26 0 0.5 16.84 9.23884 9.24893 16.84 9.23884 19.2489 -0.223069 0.254945 0.00895676 -14.7723 7.26404 -0.688614
27 0 27 0 0.5 18.1541 5.86158 3.19202 18.1541 -4.13842 3.19202 0.837492 1.1521 1.01615 32.2053 15.7097 1.48205
